group,file_name,reference_text,predicted_text,WER,CER,Accuracy (%)
0016,0016_001031.txt,She'll be feverish after so much thinking.,She'll be feverish after so much thinking.,0.0,0.0,100.0
0016,0016_001019.txt,How could I dig burrows with short toe nails?,How could I dig burrows with short toenails?,0.222,0.022,77.78
0016,0016_000930.txt,Your own wife is not at home.,Your own wife is not at home.,0.0,0.0,100.0
0016,0016_000924.txt,Do you know the lid opens?,Do you know the lid opens?,0.0,0.0,100.0
0016,0016_000918.txt,I'll send for Tom to my boudoir.,I'll send for Tom to my boudoir.,0.0,0.0,100.0
0016,0016_000717.txt,Why has this egg not broken?,Why has this egg not broken?,0.0,0.0,100.0
0016,0016_000703.txt,That I owe my thanks to you.,that I owe my thanks to you.,0.0,0.0,100.0
0016,0016_000702.txt,"I did go, and made many prisoners.",I did go and made many prisoners.,0.143,0.029,85.71
0016,0016_000716.txt,"Mister share man, I move for a division.","Mr. Chairman, I move for a division.",0.375,0.225,62.5
0016,0016_000919.txt,But the tune isn't his own invention.,But the tune isn't his own invention.,0.0,0.0,100.0
0016,0016_000925.txt,Her existence makes him pleasant.,Her existence makes him pleasant.,0.0,0.0,100.0
0016,0016_000931.txt,He told me that I ought to change.,He told me that I ought to change.,0.0,0.0,100.0
0016,0016_001018.txt,The name of the song is called haddocks.,The name of the song is called Haddix.,0.125,0.1,87.5
0016,0016_001030.txt,She keeps saying I'm hers.,She keeps saying I'm hers.,0.0,0.0,100.0
0016,0016_001024.txt,And she caught at the brooch.,and she caught at the brooch.,0.0,0.0,100.0
0016,0016_000892.txt,I have had to grow old.,I've had to grow old.,0.333,0.13,66.67
0016,0016_000886.txt,She jump at the tail and bite it savagely.,She'd jump at the tail and bite it savagely.,0.111,0.048,88.89
0016,0016_000879.txt,Daisy creams with pink edges.,Daisy creams with pink edges.,0.0,0.0,100.0
0016,0016_000851.txt,All the way to China is home.,all the way to China is home.,0.0,0.0,100.0
0016,0016_000845.txt,Reed by the living pool!,Read by The Living Pool.,0.4,0.083,60.0
0016,0016_000853.txt,But we are not high yet.,But we are not high yet.,0.0,0.0,100.0
0016,0016_000847.txt,And there you'll find a snap dragon fly.,And there you'll find a Snapdragon fly.,0.25,0.025,75.0
0016,0016_000890.txt,And they were sandy yellow brownish all over.,And they were sandy yellow brownish all over!,0.125,0.022,87.5
0016,0016_000884.txt,"We have been fine, haven't we?","We have been fine, haven't we?",0.0,0.0,100.0
0016,0016_001032.txt,where are you going?,Where are you going?,0.0,0.0,100.0
0016,0016_001026.txt,They are made of wood.,They are made of wood.,0.0,0.0,100.0
0016,0016_000927.txt,"Born once every one hundred years, dies in flames!","Born once every 100 years, dies in flames.",0.333,0.24,66.67
0016,0016_000933.txt,Why should i care though David's lips were twitching?,"Why should I care, though David's lips were twitching?",0.111,0.019,88.89
0016,0016_000728.txt,"She had said, so that one could keep up a conversation!",She had said so that one could keep up a conversation.,0.182,0.036,81.82
0016,0016_000714.txt,Annie please please don't hurt me!,"Annie, please, please, don't hurt me.",0.667,0.118,33.33
0016,0016_000715.txt,Poor Tom now is dead!,Poor Tom now is dead.,0.2,0.048,80.0
0016,0016_000701.txt,"The nine the eggs, I keep.",The 90 eggs I keep.,0.5,0.346,50.0
0016,0016_000729.txt,Rat came and replied on the leaves.,Rat came and replied on the leaves.,0.0,0.0,100.0
0016,0016_000932.txt,"Will call her Lily, for short.",We'll call her Lily for short.,0.333,0.1,66.67
0016,0016_000926.txt,And the next day. Nurse will be released.,"And the next day, nurse will be released.",0.125,0.024,87.5
0016,0016_001027.txt,It's part of my secret.,It's part of my secret.,0.0,0.0,100.0
0016,0016_001033.txt,You gain for nothing girl!,"You gain for nothing, girl.",0.4,0.077,60.0
0016,0016_000885.txt,The new born baby is stolen as we go.,The newborn baby is stolen as we go.,0.222,0.027,77.78
0016,0016_000891.txt,I make her quite nervy at times.,I make her quite nervy at times.,0.0,0.0,100.0
0016,0016_000846.txt,"He said to Jack, the chatterer.","He said to Jack the chatterer,",0.333,0.065,66.67
0016,0016_000852.txt,Guilty for what do you rule?,Guilty for what do you rule?,0.0,0.0,100.0
0016,0016_000856.txt,The eye could not catch them.,The eye could not catch them.,0.0,0.0,100.0
0016,0016_000842.txt,Wake now my merry tads!,"Wake now, my Mary Tads.",0.6,0.174,40.0
0016,0016_000895.txt,A boat put out on the bay.,A boat put out on the bay.,0.0,0.0,100.0
0016,0016_000881.txt,"First, issue a reward.","First, issue a reward.",0.0,0.0,100.0
0016,0016_001037.txt,But mom I'm not certain about.,"But mom, I'm not certain about...",0.333,0.1,66.67
0016,0016_001023.txt,Why did I wake up!,Why did I wake up?,0.2,0.056,80.0
0016,0016_000922.txt,Ask god to help you.,Ask God to help you.,0.0,0.0,100.0
0016,0016_000936.txt,How rash you are!,How rash you are.,0.25,0.059,75.0
0016,0016_000705.txt,Clear than clear water!,"clear, then clear water.",0.75,0.13,25.0
0016,0016_000711.txt,Chapter ten a warm welcome.,"Chapter 10, A Warm Welcome",0.4,0.148,60.0
0016,0016_000739.txt,Our thanks to God's oath.,Our thanks to God's oath.,0.0,0.0,100.0
0016,0016_000738.txt,"Hold up my chin, slow and solid.","Hold up my chin, slow and solid.",0.0,0.0,100.0
0016,0016_000710.txt,A nauseous draught.,A nauseous draft.,0.333,0.158,66.67
0016,0016_000704.txt,They went up to the dark mass job had pointed out.,They went up to the dark mask job had pointed out.,0.091,0.02,90.91
0016,0016_000937.txt,What would they do at the end of the year?,What would they do at the end of the year?,0.0,0.0,100.0
0016,0016_000923.txt,"Pick, pick, pick!","Pick, pick, pick!",0.0,0.0,100.0
0016,0016_001022.txt,A special pot too.,A special part too!,0.5,0.167,50.0
0016,0016_001036.txt,Over them swooped the eagles.,Over them swooped the Eagles.,0.0,0.0,100.0
0016,0016_000880.txt,Toast from the bread fruit tree.,Toast from the breadfruit tree!,0.5,0.062,50.0
0016,0016_000894.txt,"Yes, I miss her.","Yes, I miss her.",0.0,0.0,100.0
0016,0016_000843.txt,Pussy can sit by the fire and sing.,Pussy can set by the fire and sing.,0.125,0.029,87.5
0016,0016_000857.txt,"Blackbird, and Jay.",Blackbird and Jay,0.667,0.105,33.33
0016,0016_000869.txt,Sam waved his arm vaguely.,Sam waved his arm vaguely.,0.0,0.0,100.0
0016,0016_000841.txt,Can I lodge here tonight?,Can I lodge here tonight?,0.0,0.0,100.0
0016,0016_000855.txt,This speech roused dame Ilse to anger.,This speech roused damn ills to anger.,0.286,0.079,71.43
0016,0016_000882.txt,Age forty five if a day a lie.,Age 45 if a day a lie.,0.25,0.333,75.0
0016,0016_000896.txt,Clear are your eyes and bright your breath!,clear your eyes and bright your breath.,0.25,0.116,75.0
0016,0016_001008.txt,Perhaps you think that is a queer title for this chapter.,Perhaps you think that is a queer title for this chapter.,0.0,0.0,100.0
0016,0016_001020.txt,Goat Billy asked the old Chinese guy.,Go Billy! asked the old Chinese guy.,0.286,0.081,71.43
0016,0016_001034.txt,"Another one, ten thousand dollars.","Another one, $10,000.",0.6,0.588,40.0
0016,0016_000909.txt,A raging fire was in his eyes.,A raging fire was in his eyes.,0.0,0.0,100.0
0016,0016_000935.txt,"If not, I shall go no further.","If not, I shall go no further.",0.0,0.0,100.0
0016,0016_000921.txt,I am a selfish sinner.,I am a selfish sinner.,0.0,0.0,100.0
0016,0016_000712.txt,Her shoes were like fishes.,her shoes were like fishes.,0.0,0.0,100.0
0016,0016_000706.txt,Andy what's the gyre and to gamble.,"Andy, what's the gyre and to Jimbo?",0.286,0.171,71.43
0016,0016_000707.txt,I'm as bad as I can be.,I'm as bad as I can be.,0.0,0.0,100.0
0016,0016_000713.txt,I have bunburyed all over goat on two separate occasions.,I have been buried all over goats on two separate occasions.,0.3,0.088,70.0
0016,0016_000920.txt,Her paw went into your eye?,Her paw went into your eye.,0.167,0.037,83.33
0016,0016_000934.txt,"Hurry up, hurry up!","Hurry up, hurry up!",0.0,0.0,100.0
0016,0016_000908.txt,"However, somebody killed something.","However, somebody killed something.",0.0,0.0,100.0
0016,0016_001035.txt,But things haven't change yet.,But things haven't changed yet.,0.2,0.033,80.0
0016,0016_001021.txt,Called out the cloud.,Called out the cloud.,0.0,0.0,100.0
0016,0016_001009.txt,"He owed mister Lawson, I can't tell you how.",He owed Mr. Lawson. I can't tell you how.,0.222,0.136,77.78
0016,0016_000897.txt,"Fur flew through the air, teeth gnashed.","Fur flew through the air, teeth gnashed.",0.0,0.0,100.0
0016,0016_000883.txt,Fresh pain seized Paul's body.,Fresh pain seized Paul's body.,0.0,0.0,100.0
0016,0016_000854.txt,He dreamt them all night.,He dreamt them all night.,0.0,0.0,100.0
0016,0016_000840.txt,What an impetuous boy he is!,What an impetuous boy he is.,0.167,0.036,83.33
0016,0016_000868.txt,"I said you looked like an egg, sir.","I said you looked like an egg, sir!",0.125,0.029,87.5
0016,0016_000865.txt,"They were going fast, with a light clip.",They were going fast with a light clip.,0.125,0.025,87.5
0016,0016_000871.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0016,0016_000859.txt,Such tunes are joy to a dancing fay.,Such tunes are joy to a dancing fae.,0.125,0.028,87.5
0016,0016_001004.txt,How do you like you dirty bird!,"How do you like you, Dirty Bird?",0.286,0.065,71.43
0016,0016_001010.txt,Why it is just like the round egg which sounds thin.,"Why, it is just like the round egg, which sounds thin.",0.182,0.038,81.82
0016,0016_001038.txt,Paul's teeth ached because of lemon.,Pulse teeth ached because of lemon.,0.167,0.083,83.33
0016,0016_000911.txt,"From each cake, there sprang a huge dog.","From each cake, they're spraying a huge dog!",0.375,0.125,62.5
0016,0016_000905.txt,Fear neither root nor sprout!,Fear neither root nor sprout.,0.2,0.034,80.0
0016,0016_000939.txt,This is the way that snakes always talk.,This is the way that snakes always talk.,0.0,0.0,100.0
0016,0016_000736.txt,How I hate this foul pool!,How I hate this foul pool.,0.167,0.038,83.33
0016,0016_000722.txt,And what are doves. And what are doves.,And what are doves? And what are doves?,0.25,0.051,75.0
0016,0016_000723.txt,I thought you meant how old are you?,I thought you meant how old are you?,0.0,0.0,100.0
0016,0016_000737.txt,I think it'll encourage me.,I think it'll encourage me.,0.0,0.0,100.0
0016,0016_000938.txt,Today isn't any other day.,Today isn't any other day.,0.0,0.0,100.0
0016,0016_000904.txt,The song is really louding on a gate.,The song is really louding on a gate.,0.0,0.0,100.0
0016,0016_000910.txt,It weighs seven point five kilogram.,It weighs 7.5 kg.,0.667,0.611,33.33
0016,0016_001039.txt,"And be with you,Tom!","And be with you, Tom!",0.5,0.05,50.0
0016,0016_001011.txt,I am safe back again.,I am safe back again.,0.0,0.0,100.0
0016,0016_001005.txt,The fisherman and his wife see George every day.,The fisherman and his wife see George every day.,0.0,0.0,100.0
0016,0016_000858.txt,it looks much better.,It looks much better!,0.25,0.048,75.0
0016,0016_000870.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0016,0016_000864.txt,His large mouth curled into a sneer.,his large mouth curled into a sneer.,0.0,0.0,100.0
0016,0016_000872.txt,I shall say good bye.,I shall say goodbye.,0.4,0.048,60.0
0016,0016_000866.txt,They ate beef at the butcher shop.,They ate beef at the butcher shop.,0.0,0.0,100.0
0016,0016_000899.txt,Captain Tom receives an angry letter.,Captain Tom receives an angry letter.,0.0,0.0,100.0
0016,0016_001013.txt,Give me a fine fat goose.,Give me a fine fat goose.,0.0,0.0,100.0
0016,0016_001007.txt,I owe them five hundred dollars.,I owe them $500.,0.5,0.625,50.0
0016,0016_000906.txt,Still you owe it a duty.,"Still, you're out of duty!",1.0,0.375,0.0
0016,0016_000912.txt,No thank you.,No thank you.,0.0,0.0,100.0
0016,0016_000709.txt,On the twenty second of last march.,on the 22nd of last March.,0.286,0.314,71.43
0016,0016_000721.txt,As rich-as Peter's son in law!,as rich as Peter's son-in-law.,0.833,0.133,16.67
0016,0016_000735.txt,The name really is the agedaged man.,The name really is the adaged man.,0.143,0.056,85.71
0016,0016_000734.txt,A divine wrath made her blue eyes awful.,A divine wrath made her blue eyes awful.,0.0,0.0,100.0
0016,0016_000720.txt,At the roots of a bush of a grass.,at the roots of a bush of a grass.,0.0,0.0,100.0
0016,0016_000708.txt,That was his chief thought.,That was his chief thought.,0.0,0.0,100.0
0016,0016_000913.txt,"Let it give us a chance, my precious.","Let it give us a chance, my precious.",0.0,0.0,100.0
0016,0016_000907.txt,"What am I, I'm a racer, son of god.",What am I? I'm a racer. Son of God.,0.222,0.057,77.78
0016,0016_001006.txt,Please invite Tom if there is not requires.,Please invite Tom if there is not requires.,0.0,0.0,100.0
0016,0016_001012.txt,Father has yellow eyes.,Father has yellow eyes.,0.0,0.0,100.0
0016,0016_000898.txt,I'd shoot myself. a pause.,I'd shoot myself. A pause.,0.0,0.0,100.0
0016,0016_000867.txt,I toy with my liqueur.,I toy with my liquor.,0.2,0.091,80.0
0016,0016_000873.txt,He searched through the box.,He searched through the box.,0.0,0.0,100.0
0016,0016_000877.txt,Tom fell with a cloven head.,Tom fell with a cloven head.,0.0,0.0,100.0
0016,0016_000863.txt,How they went to the mountains to eat nuts.,How they went to the mountains to eat nuts.,0.0,0.0,100.0
0016,0016_000888.txt,Now quicker the fiddle went.,Now quicker the fiddle went!,0.2,0.036,80.0
0016,0016_001016.txt,A thief in the night.,A thief in the night.,0.0,0.0,100.0
0016,0016_001002.txt,Five hundred and one million right?,"501 million, right?",0.833,0.6,16.67
0016,0016_000903.txt,I was not grabbed.,I was not grabbed.,0.0,0.0,100.0
0016,0016_000917.txt,You cruelty shall cost your life !,You cruelty shall cost your life.,0.286,0.059,71.43
0016,0016_000724.txt,The football teams give a tea party.,The football teams give a tea party.,0.0,0.0,100.0
0016,0016_000730.txt,Must a name mean something?,Musta name mean something?,0.4,0.037,60.0
0016,0016_000718.txt,Then sadly it is much farther.,then sadly it is much farther.,0.0,0.0,100.0
0016,0016_000719.txt,At the end of four.,at the end of four.,0.0,0.0,100.0
0016,0016_000731.txt,All smile were real and the happier£¬the more sincere .,"All smile were real, and the happier, the more sincere.",0.5,0.073,50.0
0016,0016_000725.txt,She is now choosing skirt to wear.,She is now choosing skirt to wear.,0.0,0.0,100.0
0016,0016_000916.txt,it isn't picked at all.,It isn't picked at all.,0.0,0.0,100.0
0016,0016_000902.txt,that sounds good.,That sounds good.,0.0,0.0,100.0
0016,0016_001003.txt,I am loath to see him go.,I am loath to see him go.,0.0,0.0,100.0
0016,0016_001017.txt,At length they came to a sharp bend.,At length they came to a sharp bend.,0.0,0.0,100.0
0016,0016_000889.txt,When such wanderers meet.,"When such wanderers meet,",0.25,0.04,75.0
0016,0016_000862.txt,I lent George three pounds.,I lent George three pounds.,0.0,0.0,100.0
0016,0016_000876.txt,"She just smiled calmly, mother knows that is the best smile.",She just smiled calmly. Mother knows that is the best smile.,0.091,0.017,90.91
0016,0016_000848.txt,"And on the top of them, came Winnie, the cute bear.","and on top of them came Winnie, the cute bear.",0.182,0.098,81.82
0016,0016_000860.txt,"Kitty, can you play chess?","Kitty, can you play chess?",0.0,0.0,100.0
0016,0016_000874.txt,I pay half a crown a week extra.,I pay half a crown a week extra.,0.0,0.0,100.0
0016,0016_001029.txt,And his heart wagged with joy like a lamb's tail.,and his heart wagged with joy like a lamb's tail.,0.0,0.0,100.0
0016,0016_001001.txt,I'm sure your friends can wait!,I'm sure your friends can wait.,0.167,0.032,83.33
0016,0016_001015.txt,It's to say how do you do with Tom's answer.,"It's to say, how do you do with Tom's answer?",0.2,0.045,80.0
0016,0016_000928.txt,It says no way! shouted Daisy.,"It says no way, shouted Daisy.",0.167,0.033,83.33
0016,0016_000914.txt,"But what about this thing, sticky!","But what about this thing, Sticky?",0.167,0.029,83.33
0016,0016_000900.txt,That cloth does not look worth much!,That cloth does not look worth much.,0.143,0.028,85.71
0016,0016_000733.txt,This used to be Jerry's occupation.,This used to be Jerry's occupation.,0.0,0.0,100.0
0016,0016_000727.txt,Monster made a deep bow.,Monster made a deep bow.,0.0,0.0,100.0
0016,0016_000726.txt,Let's make the noise a snake.,Let's make the noise a snake!,0.167,0.034,83.33
0016,0016_000732.txt,Who is been repeating all that hard stuff to you?,Who has been repeating all that hard stuff to you?,0.1,0.041,90.0
0016,0016_000901.txt,"A lady, is on Alice's lap!",A lady is on Alice's lap.,0.333,0.077,66.67
0016,0016_000915.txt,He likes dragons very much.,He likes dragons very much.,0.0,0.0,100.0
0016,0016_000929.txt,The first year they sowed rye.,"The first year, they sewed rye.",0.333,0.067,66.67
0016,0016_001014.txt,Bob goes to a new school.,Bob goes to a new school.,0.0,0.0,100.0
0016,0016_001000.txt,Six was half way down the room.,Six was halfway down the room.,0.286,0.032,71.43
0016,0016_001028.txt,It would be a hard choice.,It would be a hard choice.,0.0,0.0,100.0
0016,0016_000875.txt,All this have we won by our labour.,All this have we won by our labor.,0.125,0.029,87.5
0016,0016_000861.txt,That's a full grown colt.,That's a full grown colt.,0.0,0.0,100.0
0016,0016_000849.txt,My winding sheet!,My vending sheet!,0.333,0.118,66.67
0016,0016_000806.txt,I guess it's a choice feast.,I guess it's a choice feast.,0.0,0.0,100.0
0016,0016_000812.txt,"Clown, to call him joey.",Clown to call him Joey.,0.2,0.042,80.0
0016,0016_000972.txt,No admits except on party business.,No admittance except on party business.,0.167,0.143,83.33
0016,0016_000966.txt,We may join with that power.,We may join with that power.,0.0,0.0,100.0
0016,0016_000796.txt,I don't painted tiger.,I don't paint it tiger.,0.5,0.136,50.0
0016,0016_000782.txt,A fair jaw cracker dwarf language must be!,A fair Jawcracker dwarf language must be...,0.375,0.095,62.5
0016,0016_000769.txt,"Not much use is it, Sam?","Not much use is it, Sam?",0.0,0.0,100.0
0016,0016_000755.txt,A deafening chirruping rent the air.,A deafening chirping rent the air.,0.167,0.056,83.33
0016,0016_000741.txt,I chose the right way.,I chose the right way.,0.0,0.0,100.0
0016,0016_000999.txt,His hope will cheat him.,His hope will cheat him.,0.0,0.0,100.0
0016,0016_000998.txt,She come back to the valley.,She'd come back to the valley.,0.167,0.071,83.33
0016,0016_000740.txt,In which fox loses a tail and its elder sister finds one.,in which Fox loses a tail and its elder sister finds one.,0.0,0.0,100.0
0016,0016_000754.txt,Are you a regular darkey really?,"Are you a regular Darkie, really?",0.167,0.062,83.33
0016,0016_000768.txt,I do not eat bread.,I do not eat bread.,0.0,0.0,100.0
0016,0016_000783.txt,Be off now as quick as you may!,Be off now as quick as you may.,0.125,0.032,87.5
0016,0016_000797.txt,Confess that you opened the thirteenth door.,Confess that you opened the thirteenth door.,0.0,0.0,100.0
0016,0016_000967.txt,Chapter eleven on the doorstep.,"Chapter 11, On the Doorstep.",0.2,0.194,80.0
0016,0016_000973.txt,I'd just as soon swim your way as others do.,I'd just as soon swim your way as others do.,0.0,0.0,100.0
0016,0016_000813.txt,Mister Lawson saw George last night.,Mr. Lawson saw George last night.,0.167,0.139,83.33
0016,0016_000807.txt,Tom and Michael woke up next morning.,Tom and Michael woke up next morning.,0.0,0.0,100.0
0016,0016_000811.txt,We nightly dance our heyday guise.,We nightly dance our heyday guys!,0.167,0.088,83.33
0016,0016_000805.txt,He was killed by an arrow.,He was killed by an arrow.,0.0,0.0,100.0
0016,0016_000839.txt,Cuckoos is down-headed and crying.,Cuckoos is down headed and crying.,0.4,0.029,60.0
0016,0016_000965.txt,I've just shot a stag.,I've just shot a stag!,0.2,0.045,80.0
0016,0016_000971.txt,I say I will be emperor.,I say I will be Emperor.,0.0,0.0,100.0
0016,0016_000959.txt,The song is called Ways and Means.,The song is called Ways and Means.,0.0,0.0,100.0
0016,0016_000781.txt,And I never had a whooping cough why.,and I never had a whooping cough why,0.125,0.027,87.5
0016,0016_000795.txt,Aha what i have we here?,Aha! What high have we here?,0.333,0.167,66.67
0016,0016_000742.txt,She may mind ye of her.,She may mind ye of her.,0.0,0.0,100.0
0016,0016_000756.txt,Your midget wife never can sing a song.,Your midget wife never can sing a song.,0.0,0.0,100.0
0016,0016_000757.txt,Hannibal come to see you.,"Hannibal, come to see you!",0.4,0.08,60.0
0016,0016_000743.txt,Story twenty nine a boy and a monkey.,"Story 29, A Boy and a Monkey",0.375,0.324,62.5
0016,0016_000794.txt,They found a cow grazing in a field.,They found a cow grazing in a field.,0.0,0.0,100.0
0016,0016_000780.txt,Then there was a report.,Then there was a report.,0.0,0.0,100.0
0016,0016_000958.txt,"Mum shuts one's mouth up, doesn't it.","Mom shuts one's mouth up, doesn't it?",0.286,0.054,71.43
0016,0016_000970.txt,"Chew leaves quickly, said rabbit.","Chew leaves quickly, said Rabbit.",0.0,0.0,100.0
0016,0016_000964.txt,Slam the doors and wedge them!,Slam the doors and watch them!,0.167,0.133,83.33
0016,0016_000838.txt,But one requires the explorer to furnish proofs.,but one requires the explorer to furnish proofs.,0.0,0.0,100.0
0016,0016_000804.txt,Here am i whom you seek.,Here am I whom you seek.,0.0,0.0,100.0
0016,0016_000810.txt,Act drop second act scene.,"Act drop, second act scene.",0.2,0.038,80.0
0016,0016_000828.txt,Put that rude grasshopper in jail!,Put that rude grasshopper in jail.,0.167,0.029,83.33
0016,0016_000814.txt,A half pounds of flour and two ounces suet.,a half pounds of flour and two ounces of suet.,0.111,0.07,88.89
0016,0016_000800.txt,"Well anyhow it didn't rain, he said.","Well anyhow, it didn't rain, he said.",0.143,0.028,85.71
0016,0016_001049.txt,What do you think of this question?,What do you think of this question?,0.0,0.0,100.0
0016,0016_000784.txt,By hook or by crook.,by hook or by crook.,0.0,0.0,100.0
0016,0016_000948.txt,In which piglet meets a elephant.,in which Piglet meets an elephant.,0.167,0.03,83.33
0016,0016_000790.txt,And they did push so!,and they did push sew.,0.2,0.143,80.0
0016,0016_000960.txt,"As soon as she went in, there was disorder.","As soon as she went in, there was disorder.",0.0,0.0,100.0
0016,0016_000974.txt,Because he was a man with infinite resource and sagacity.,because he was a man with infinite resource and sagacity.,0.0,0.0,100.0
0016,0016_000747.txt,please excuse me.,Please excuse me.,0.0,0.0,100.0
0016,0016_000753.txt,He was still in the forest!,He was still in the forest.,0.167,0.037,83.33
0016,0016_000752.txt,"From August eighteenth, of their divorce.",from August 18th of their divorce.,0.167,0.22,83.33
0016,0016_000746.txt,They'd never know I'd regular ran away.,They'd never know I'd regular ran away.,0.0,0.0,100.0
0016,0016_000975.txt,You shouldn't have pricked him with your horn.,You shouldn't have pricked him with your horn.,0.0,0.0,100.0
0016,0016_000961.txt,After a while he perceived both giants.,"After a while, he perceived both giants.",0.143,0.026,85.71
0016,0016_000791.txt,We expected Tom would jump for joy.,We expected Tom would jump for joy.,0.0,0.0,100.0
0016,0016_000949.txt,You may imagine how I gape.,You may imagine how I gape.,0.0,0.0,100.0
0016,0016_000785.txt,Suppose I take grandmother a fresh vegetable.,Suppose I take grandmother a fresh vegetable.,0.0,0.0,100.0
0016,0016_001048.txt,"Dear customer,welcome to our ship.","Dear customer, welcome to our ship!",0.6,0.059,40.0
0016,0016_000801.txt,"It's me Piglit, help help!","It's me Piglet, help, help!",0.4,0.077,60.0
0016,0016_000815.txt,"He might call it, for example.","He might call it, for example.",0.0,0.0,100.0
0016,0016_000829.txt,A large flat ferry boat was moored beside-it.,A large flat ferryboat was moored beside it.,0.5,0.044,50.0
0016,0016_000803.txt,The elephant and the carpenter is the longest.,The elephant and the carpenter is the longest.,0.0,0.0,100.0
0016,0016_000817.txt,They were children of mine.,They were children of mine.,0.0,0.0,100.0
0016,0016_000793.txt,To buy two pork chops.,to buy two pork chops.,0.0,0.0,100.0
0016,0016_000787.txt,A hippo lives in the zoo.,A hippo lives in the zoo.,0.0,0.0,100.0
0016,0016_000977.txt,The end part is fish mouth.,The end part is fish mouth.,0.0,0.0,100.0
0016,0016_000963.txt,She said in subdued voice.,"She said in subdued voice,",0.2,0.038,80.0
0016,0016_000750.txt,Rabbit gave dog a hurrying up sort of nudge.,Rabbit gave Dog a hurrying up sort of nudge.,0.0,0.0,100.0
0016,0016_000988.txt,She has felt shy of it.,She has felt shy of it.,0.0,0.0,100.0
0016,0016_000744.txt,Take courage all isn't lost yet.,Take courage! All isn't lost yet.,0.167,0.031,83.33
0016,0016_000778.txt,The art quite safe with me.,The art quite safe with me.,0.0,0.0,100.0
0016,0016_000779.txt,All my gum tips gone as well.,All my gum tips gone as well.,0.0,0.0,100.0
0016,0016_000745.txt,The nastiest things they saw were the cobwebs.,The nastiest things they saw were the cobwebs.,0.0,0.0,100.0
0016,0016_000989.txt,"No, said piggy carelessly.","No, said Piggy carelessly.",0.0,0.0,100.0
0016,0016_000751.txt,Said the American to Chinese.,said the American to Chinese.,0.0,0.0,100.0
0016,0016_000962.txt,I believe you are one of them!,I believe you are one of them.,0.143,0.033,85.71
0016,0016_000976.txt,Can your name be more hilarious?,Can your name be more hilarious?,0.0,0.0,100.0
0016,0016_000786.txt,And tick a tack too.,and a tick attack too!,0.8,0.2,20.0
0016,0016_000792.txt,Does the one that wins get the crowned?,Does the one that wins get the crown?,0.125,0.051,87.5
0016,0016_000816.txt,"No, I burst the balloon!","No, I burst the balloon.",0.2,0.042,80.0
0016,0016_000802.txt,"This is Jack, the relatives of Tom.","This is Jack, the relatives of Tom.",0.0,0.0,100.0
0016,0016_001287.txt,What would they do at the end of the year?,What would they do at the end of the year?,0.0,0.0,100.0
0016,0016_001293.txt,And has you slain him?,And has you slain him?,0.0,0.0,100.0
0016,0016_001244.txt,"Yes, I miss her.","Yes, I miss her.",0.0,0.0,100.0
0016,0016_001250.txt,That cloth does not look worth much!,That cloth does not look worth much.,0.143,0.028,85.71
0016,0016_001278.txt,It says no way! shouted Daisy.,"It says no way, shouted Daisy.",0.167,0.033,83.33
0016,0016_001085.txt,The name really is the agedaged man.,The name really is the outaged man.,0.143,0.111,85.71
0016,0016_001091.txt,I chose the right way.,I chose the right way.,0.0,0.0,100.0
0016,0016_001052.txt,"I did go, and made many prisoners.",I did go and made many prisoners.,0.143,0.029,85.71
0016,0016_001132.txt,A fair jaw cracker dwarf language must be!,A fair jawcracker dwarf language must be.,0.375,0.048,62.5
0016,0016_001126.txt,The hag looked in the stove.,The hag looked in the stove.,0.0,0.0,100.0
0016,0016_001330.txt,Your path now goes south.,Your path now goes south.,0.0,0.0,100.0
0016,0016_001324.txt,Because he was a man with infinite resource and sagacity.,because he was a man with infinite resource and sagacity.,0.0,0.0,100.0
0016,0016_001318.txt,He showed no signs of age.,He showed no signs of age.,0.0,0.0,100.0
0016,0016_001319.txt,But show me now your map!,But show me now your map.,0.167,0.04,83.33
0016,0016_001325.txt,You shouldn't have pricked him with your horn.,You shouldn't have pricked him with your horn.,0.0,0.0,100.0
0016,0016_001331.txt,He could not help doing so.,He could not help doing so.,0.0,0.0,100.0
0016,0016_001127.txt,But I saw you walking.,But I saw you walking.,0.0,0.0,100.0
0016,0016_001133.txt,Be off now as quick as you may!,"Be off now, as quick as you may.",0.25,0.065,75.0
0016,0016_001053.txt,That I owe my thanks to you.,that I owe my thanks to you.,0.0,0.0,100.0
0016,0016_001090.txt,In which fox loses a tail and its elder sister finds one.,in which Fox loses a tail and its elder sister finds one.,0.0,0.0,100.0
0016,0016_001084.txt,A divine wrath made her blue eyes awful.,A divine wrath made her blue eyes awful.,0.0,0.0,100.0
0016,0016_001279.txt,The first year they sowed rye.,The first year they sewed Rai.,0.333,0.1,66.67
0016,0016_001251.txt,"A lady, is on Alice's lap!",A lady is on Alice's lap.,0.333,0.077,66.67
0016,0016_001245.txt,A boat put out on the bay.,A boat put out on the bay.,0.0,0.0,100.0
0016,0016_001292.txt,Give me your hand or I will cry harder than before.,Give me your hand or I will cry harder than before.,0.0,0.0,100.0
0016,0016_001286.txt,How rash you are!,How rash you are.,0.25,0.059,75.0
0016,0016_001290.txt,Both side were softly curved.,Both sides were softly curved.,0.2,0.034,80.0
